id,guid,mapId,pos,type,x,z,yaw,args
1026910,11026910,4003,4|3,4,429,364,270,1206
1026911,11026911,4003,4|3,4,424,371,180,1204
1027571,11027571,4003,4|3,4,498,383,0,1204
1027575,11027575,4003,4|3,4,475,351,90,1107
1027577,11027577,4003,4|3,4,465,386,180,1306
1027582,11027582,4003,4|3,4,428,308,90,1006
1027583,11027583,4003,4|3,4,423,320,90,1004
1027809,11027809,4003,4|3,4,484,359,0,1104
1027810,11027810,4003,4|3,4,439,300,90,1102
1028027,11028027,4003,4|3,4,414,323,90,1204
1031134,11031134,4003,4|3,4,492,306,0,1207
1031150,11031150,4003,4|3,4,479,304,180,1204
1031151,11031151,4003,4|3,4,488,323,270,1104
1031152,11031152,4003,4|3,4,486,334,0,1305
1031153,11031153,4003,4|3,4,488,383,90,1204
1031165,11031165,4003,4|3,4,476,359,0,1202
1031166,11031166,4003,4|3,4,477,373,0,1005
1031182,11031182,4003,4|3,4,459,321,270,1305
1031183,11031183,4003,4|3,4,456,331,270,1204
1031184,11031184,4003,4|3,4,463,344,0,1104
1031185,11031185,4003,4|3,4,458,358,270,1306
1031186,11031186,4003,4|3,4,457,369,270,1104
1031191,11031191,4003,4|3,4,446,306,0,1005
1031192,11031192,4003,4|3,4,451,320,0,1207
1031193,11031193,4003,4|3,4,450,328,180,1305
1031194,11031194,4003,4|3,4,445,360,180,1106
1031195,11031195,4003,4|3,4,450,372,90,1104
1031196,11031196,4003,4|3,4,444,381,270,1004
1031208,11031208,4003,4|3,4,433,304,180,1104
1031209,11031209,4003,4|3,4,436,315,90,1204
1031210,11031210,4003,4|3,4,434,336,180,1204
1031211,11031211,4003,4|3,4,437,340,0,1106
1031212,11031212,4003,4|3,4,434,364,180,1207
1031228,11031228,4003,4|3,4,424,334,270,1204
1031229,11031229,4003,4|3,4,423,345,270,1105
1031230,11031230,4003,4|3,4,427,359,0,1105
1031231,11031231,4003,4|3,4,422,366,180,1204
1031807,11031807,4003,4|3,4,496,378,90,1204
1031810,11031810,4003,4|3,4,477,309,180,1205
1031811,11031811,4003,4|3,4,473,346,90,1203
1031813,11031813,4003,4|3,4,463,381,180,1204
1031816,11031816,4003,4|3,4,437,381,270,1306
1031820,11031820,4003,4|3,4,421,315,180,1207
1032008,11032008,4003,4|3,4,482,354,90,1204
1032116,11032116,4003,4|3,4,415,355,0,1105
1032117,11032117,4003,4|3,4,408,397,90,1305
1032201,11032201,4003,4|3,4,412,318,270,1005
1032310,11032310,4003,4|3,4,473,391,0,1105
1035758,11035758,4003,4|3,4,491,309,0,1307
1035760,11035760,4003,4|3,4,496,336,270,1204
1035761,11035761,4003,4|3,4,497,348,90,1204
1035778,11035778,4003,4|3,4,478,307,270,1106
1035779,11035779,4003,4|3,4,487,326,180,1104
1035780,11035780,4003,4|3,4,485,337,0,1104
1035796,11035796,4003,4|3,4,475,362,180,1103
1035797,11035797,4003,4|3,4,476,376,180,1307
1035798,11035798,4003,4|3,4,470,383,0,1106
1035812,11035812,4003,4|3,4,454,308,270,1102
1035813,11035813,4003,4|3,4,458,324,0,1204
1035820,11035820,4003,4|3,4,445,309,90,1103
1035821,11035821,4003,4|3,4,451,343,90,1104
1035822,11035822,4003,4|3,4,444,363,180,1204
1035823,11035823,4003,4|3,4,449,375,90,1104
1035824,11035824,4003,4|3,4,443,384,90,1204
1035834,11035834,4003,4|3,4,432,307,90,1004
1035835,11035835,4003,4|3,4,435,318,90,1004
1035836,11035836,4003,4|3,4,436,343,0,1305
1035837,11035837,4003,4|3,4,433,367,90,1105
1035853,11035853,4003,4|3,4,423,302,90,1004
1035854,11035854,4003,4|3,4,426,362,0,1004
1035855,11035855,4003,4|3,4,421,369,90,1104
1035869,11035869,4003,4|3,4,414,344,270,1305
1036489,11036489,4003,4|3,4,476,312,0,1207
1036490,11036490,4003,4|3,4,472,349,270,1205
1036491,11036491,4003,4|3,4,462,384,90,1104
1036722,11036722,4003,4|3,4,498,358,0,1105
1036723,11036723,4003,4|3,4,481,357,270,1004
1036848,11036848,4003,4|3,4,422,380,180,1204
1036850,11036850,4003,4|3,4,414,358,90,1104
1036942,11036942,4003,4|3,4,411,321,270,1004
1037072,11037072,4003,4|3,4,476,322,270,1004
1040511,11040511,4003,4|3,4,498,349,270,1206
1040525,11040525,4003,4|3,4,479,308,0,1204
1040526,11040526,4003,4|3,4,488,327,90,1105
1040527,11040527,4003,4|3,4,489,346,270,1305
1040528,11040528,4003,4|3,4,488,387,270,1306
1040544,11040544,4003,4|3,4,476,363,90,1105
1040545,11040545,4003,4|3,4,477,377,0,1106
1040546,11040546,4003,4|3,4,471,384,270,1006
1040562,11040562,4003,4|3,4,455,309,0,1004
1040563,11040563,4003,4|3,4,456,335,90,1004
1040564,11040564,4003,4|3,4,463,348,0,1305
1040565,11040565,4003,4|3,4,457,373,270,1104
1040574,11040574,4003,4|3,4,446,310,270,1006
1040575,11040575,4003,4|3,4,451,324,90,1004
1040576,11040576,4003,4|3,4,452,344,270,1103
1040577,11040577,4003,4|3,4,450,376,90,1004
1040591,11040591,4003,4|3,4,433,308,90,1104
1040592,11040592,4003,4|3,4,436,319,270,1104
1040593,11040593,4003,4|3,4,437,344,90,1005
1040594,11040594,4003,4|3,4,438,365,270,1107
1040595,11040595,4003,4|3,4,434,368,90,1105
1040605,11040605,4003,4|3,4,424,303,180,1306
1040606,11040606,4003,4|3,4,424,338,0,1203
1040607,11040607,4003,4|3,4,423,349,270,1205
1040608,11040608,4003,4|3,4,427,363,180,1104
1040609,11040609,4003,4|3,4,422,370,180,1205
1040626,11040626,4003,4|3,4,415,345,90,1204
1041237,11041237,4003,4|3,4,496,382,90,1103
1041240,11041240,4003,4|3,4,477,313,180,1204
1041241,11041241,4003,4|3,4,473,350,270,1004
1041242,11041242,4003,4|3,4,463,385,180,1306
1041245,11041245,4003,4|3,4,437,385,0,1104
1041248,11041248,4003,4|3,4,421,319,0,1202
1041474,11041474,4003,4|3,4,499,359,0,1106
1041475,11041475,4003,4|3,4,482,358,180,1206
1041603,11041603,4003,4|3,4,423,381,180,1104
1041696,11041696,4003,4|3,4,412,322,0,1104
1041834,11041834,4003,4|3,4,473,395,90,1307
1041835,11041835,4003,4|3,4,415,372,270,1005
1003311,11003311,5003,5|3,4,595,322,0,1104
1003312,11003312,5003,5|3,4,598,345,270,1104
1003313,11003313,5003,5|3,4,597,353,270,1105
1003324,11003324,5003,5|3,4,592,371,180,1004
1003334,11003334,5003,5|3,4,579,324,270,1305
1003335,11003335,5003,5|3,4,578,328,180,1104
1003336,11003336,5003,5|3,4,579,358,180,1204
1003337,11003337,5003,5|3,4,578,365,90,1005
1003338,11003338,5003,5|3,4,575,381,270,1105
1003345,11003345,5003,5|3,4,563,306,90,1207
1003346,11003346,5003,5|3,4,560,327,270,1104
1003347,11003347,5003,5|3,4,567,358,270,1104
1003348,11003348,5003,5|3,4,559,379,180,1005
1003357,11003357,5003,5|3,4,545,324,180,1005
1003358,11003358,5003,5|3,4,545,334,270,1104
1003359,11003359,5003,5|3,4,547,355,180,1305
1003360,11003360,5003,5|3,4,550,365,180,1104
1003361,11003361,5003,5|3,4,554,379,180,1102
1003370,11003370,5003,5|3,4,533,329,180,1104
1003371,11003371,5003,5|3,4,542,346,90,1107
1003372,11003372,5003,5|3,4,535,369,90,1105
1003373,11003373,5003,5|3,4,537,389,0,1005
1003381,11003381,5003,5|3,4,525,328,90,1102
1003382,11003382,5003,5|3,4,524,346,270,1104
1003383,11003383,5003,5|3,4,527,353,90,1102
1003398,11003398,5003,5|3,4,508,359,180,1104
1003399,11003399,5003,5|3,4,510,379,90,1204
1003415,11003415,5003,5|3,4,504,322,90,1104
1003416,11003416,5003,5|3,4,500,333,0,1105
1004136,11004136,5003,5|3,4,585,320,180,1305
1004143,11004143,5003,5|3,4,534,320,90,1105
1004389,11004389,5003,5|3,4,591,328,90,1004
1004392,11004392,5003,5|3,4,526,321,180,1107
1004394,11004394,5003,5|3,4,502,355,90,1104
1004512,11004512,5003,5|3,4,583,359,90,1002
1004515,11004515,5003,5|3,4,509,340,180,1204
1004611,11004611,5003,5|3,4,554,312,270,1104
1004675,11004675,5003,5|3,4,591,339,90,1104
1004751,11004751,5003,5|3,4,529,373,270,1104
1008138,11008138,5003,5|3,4,599,348,180,1005
1008152,11008152,5003,5|3,4,585,384,270,1307
1008161,11008161,5003,5|3,4,571,314,270,1305
1008162,11008162,5003,5|3,4,580,361,180,1003
1008163,11008163,5003,5|3,4,576,384,270,1203
1008171,11008171,5003,5|3,4,564,309,180,1206
1008172,11008172,5003,5|3,4,568,321,270,1104
1008173,11008173,5003,5|3,4,561,330,0,1002
1008174,11008174,5003,5|3,4,568,361,270,1305
1008175,11008175,5003,5|3,4,562,371,270,1004
1008176,11008176,5003,5|3,4,560,382,270,1104
1008185,11008185,5003,5|3,4,546,337,180,1005
1008186,11008186,5003,5|3,4,550,342,90,1004
1008187,11008187,5003,5|3,4,548,358,90,1005
1008188,11008188,5003,5|3,4,555,382,180,1104
1008198,11008198,5003,5|3,4,534,332,270,1103
1008199,11008199,5003,5|3,4,543,349,90,1105
1008200,11008200,5003,5|3,4,541,363,0,1004
1008201,11008201,5003,5|3,4,537,380,270,1104
1008209,11008209,5003,5|3,4,526,331,180,1105
1008210,11008210,5003,5|3,4,525,349,0,1004
1008211,11008211,5003,5|3,4,528,356,0,1104
1008212,11008212,5003,5|3,4,521,384,270,1104
1008226,11008226,5003,5|3,4,511,319,0,1103
1008239,11008239,5003,5|3,4,502,348,270,1206
1008954,11008954,5003,5|3,4,586,323,0,1204
1008965,11008965,5003,5|3,4,535,323,180,1104
1008967,11008967,5003,5|3,4,508,330,0,1205
1008969,11008969,5003,5|3,4,500,381,270,1307
1009221,11009221,5003,5|3,4,592,331,180,1104
1009223,11009223,5003,5|3,4,527,324,0,1204
1009228,11009228,5003,5|3,4,503,358,0,1205
1009354,11009354,5003,5|3,4,584,362,270,1207
1009440,11009440,5003,5|3,4,546,300,180,1206
1012948,11012948,5003,5|3,4,598,358,270,1106
1012961,11012961,5003,5|3,4,593,376,180,1204
1012962,11012962,5003,5|3,4,585,386,0,1005
1012973,11012973,5003,5|3,4,580,329,0,1006
1012974,11012974,5003,5|3,4,580,363,180,1307
1012975,11012975,5003,5|3,4,579,370,270,1002
1012982,11012982,5003,5|3,4,564,311,270,1305
1012983,11012983,5003,5|3,4,561,332,180,1105
1012984,11012984,5003,5|3,4,568,363,90,1104
1012985,11012985,5003,5|3,4,560,384,0,1006
1012996,11012996,5003,5|3,4,546,329,90,1204
1012997,11012997,5003,5|3,4,550,344,270,1004
1012998,11012998,5003,5|3,4,555,384,0,1204
1013011,11013011,5003,5|3,4,534,334,270,1204
1013012,11013012,5003,5|3,4,543,351,270,1105
1013013,11013013,5003,5|3,4,541,365,180,1104
1013014,11013014,5003,5|3,4,536,374,90,1104
1013015,11013015,5003,5|3,4,537,382,270,1205
1013025,11013025,5003,5|3,4,526,333,180,1104
1013026,11013026,5003,5|3,4,525,351,90,1204
1013027,11013027,5003,5|3,4,528,358,90,1305
1013028,11013028,5003,5|3,4,521,386,270,1004
1013037,11013037,5003,5|3,4,509,364,0,1002
1013038,11013038,5003,5|3,4,511,384,90,1204
1013049,11013049,5003,5|3,4,505,327,90,1306
1013050,11013050,5003,5|3,4,501,338,180,1204
1013051,11013051,5003,5|3,4,502,350,90,1004
1013759,11013759,5003,5|3,4,586,325,90,1104
1013763,11013763,5003,5|3,4,535,325,0,1306
1014001,11014001,5003,5|3,4,592,333,180,1204
1014006,11014006,5003,5|3,4,503,360,270,1204
1014115,11014115,5003,5|3,4,584,364,0,1202
1014118,11014118,5003,5|3,4,510,345,0,1205
1014208,11014208,5003,5|3,4,546,302,180,1104
1014209,11014209,5003,5|3,4,555,317,90,1006
1014267,11014267,5003,5|3,4,592,344,180,1104
1014340,11014340,5003,5|3,4,530,378,90,1007
1017242,11017242,5003,5|3,4,596,345,180,1204
1017243,11017243,5003,5|3,4,599,380,270,1103
1017251,11017251,5003,5|3,4,590,371,270,1005
1017252,11017252,5003,5|3,4,582,381,90,1104
1017260,11017260,5003,5|3,4,568,311,270,1205
1017261,11017261,5003,5|3,4,577,324,180,1106
1017262,11017262,5003,5|3,4,576,328,270,1305
1017263,11017263,5003,5|3,4,577,358,90,1004
1017264,11017264,5003,5|3,4,576,365,0,1005
1017265,11017265,5003,5|3,4,573,381,0,1104
1017273,11017273,5003,5|3,4,561,306,270,1204
1017274,11017274,5003,5|3,4,559,368,0,1307
1017275,11017275,5003,5|3,4,557,379,270,1105
1017285,11017285,5003,5|3,4,543,324,0,1105
1017286,11017286,5003,5|3,4,543,334,0,1106
1017287,11017287,5003,5|3,4,547,339,180,1104
1017288,11017288,5003,5|3,4,545,355,0,1306
1017289,11017289,5003,5|3,4,552,379,270,1205
1017297,11017297,5003,5|3,4,531,329,90,1104
1017298,11017298,5003,5|3,4,540,346,270,1005
1017299,11017299,5003,5|3,4,538,360,270,1204
1017300,11017300,5003,5|3,4,533,369,180,1105
1017301,11017301,5003,5|3,4,535,389,90,1006
1017311,11017311,5003,5|3,4,523,328,90,1102
1017312,11017312,5003,5|3,4,525,353,180,1105
1017331,11017331,5003,5|3,4,502,322,90,1305
1017967,11017967,5003,5|3,4,583,320,270,1104
1017973,11017973,5003,5|3,4,532,320,180,1006
1018185,11018185,5003,5|3,4,524,321,0,1005
1018300,11018300,5003,5|3,4,581,359,270,1205
1018301,11018301,5003,5|3,4,507,340,180,1105
1018372,11018372,5003,5|3,4,599,374,0,1205
1018374,11018374,5003,5|3,4,552,312,90,1202
1018434,11018434,5003,5|3,4,589,339,90,1107
1018499,11018499,5003,5|3,4,527,373,270,1105
1021922,11021922,5003,5|3,4,598,300,180,1003
1021923,11021923,5003,5|3,4,593,325,180,1204
1021924,11021924,5003,5|3,4,596,348,270,1204
1021925,11021925,5003,5|3,4,599,383,180,1005
1021938,11021938,5003,5|3,4,590,374,90,1104
1021939,11021939,5003,5|3,4,582,384,180,1005
1021949,11021949,5003,5|3,4,577,327,90,1004
1021950,11021950,5003,5|3,4,577,361,0,1105
1021951,11021951,5003,5|3,4,576,368,180,1007
1021952,11021952,5003,5|3,4,573,384,0,1106
1021959,11021959,5003,5|3,4,561,309,270,1004
1021960,11021960,5003,5|3,4,565,321,180,1104
1021961,11021961,5003,5|3,4,558,330,270,1205
1021962,11021962,5003,5|3,4,565,361,0,1204
1021963,11021963,5003,5|3,4,559,371,180,1307
1021964,11021964,5003,5|3,4,557,382,90,1204
1021975,11021975,5003,5|3,4,545,358,0,1204
1021976,11021976,5003,5|3,4,548,368,90,1204
1021983,11021983,5003,5|3,4,531,332,270,1307
1021984,11021984,5003,5|3,4,540,349,270,1104
1021985,11021985,5003,5|3,4,533,372,180,1205
1021986,11021986,5003,5|3,4,534,380,0,1104
1021997,11021997,5003,5|3,4,523,331,180,1004
1021998,11021998,5003,5|3,4,522,349,270,1204
1021999,11021999,5003,5|3,4,525,356,0,1202
1022011,11022011,5003,5|3,4,508,319,0,1102
1022012,11022012,5003,5|3,4,506,362,270,1006
1022013,11022013,5003,5|3,4,508,371,0,1107
1022014,11022014,5003,5|3,4,508,382,270,1104
1022742,11022742,5003,5|3,4,583,323,90,1204
1022746,11022746,5003,5|3,4,561,351,270,1104
1022751,11022751,5003,5|3,4,532,323,90,1104
1022752,11022752,5003,5|3,4,505,330,270,1104
1022989,11022989,5003,5|3,4,589,331,0,1204
1022991,11022991,5003,5|3,4,531,309,90,1104
1022993,11022993,5003,5|3,4,524,324,180,1306
1022996,11022996,5003,5|3,4,500,358,90,1004
1023112,11023112,5003,5|3,4,581,362,180,1004
1023116,11023116,5003,5|3,4,507,343,0,1104
1023209,11023209,5003,5|3,4,599,377,0,1204
1023210,11023210,5003,5|3,4,552,315,90,1104
1023281,11023281,5003,5|3,4,589,342,180,1104
1023346,11023346,5003,5|3,4,527,376,180,1104
1026722,11026722,5003,5|3,4,594,327,0,1204
1026723,11026723,5003,5|3,4,597,350,0,1105
1026736,11026736,5003,5|3,4,591,376,90,1102
1026737,11026737,5003,5|3,4,583,386,270,1204
1026744,11026744,5003,5|3,4,578,329,180,1205
1026745,11026745,5003,5|3,4,577,333,180,1004
1026746,11026746,5003,5|3,4,578,363,270,1104
1026747,11026747,5003,5|3,4,574,386,0,1305
1026753,11026753,5003,5|3,4,559,332,180,1205
1026754,11026754,5003,5|3,4,566,363,270,1104
1026764,11026764,5003,5|3,4,544,329,270,1204
1026765,11026765,5003,5|3,4,544,339,270,1204
1026766,11026766,5003,5|3,4,548,344,90,1104
1026767,11026767,5003,5|3,4,546,360,180,1104
1026768,11026768,5003,5|3,4,553,384,0,1105
1026779,11026779,5003,5|3,4,541,351,270,1305
1026780,11026780,5003,5|3,4,539,365,90,1106
1026781,11026781,5003,5|3,4,534,374,90,1104
1026782,11026782,5003,5|3,4,535,382,180,1305
1026783,11026783,5003,5|3,4,536,394,0,1205
1026794,11026794,5003,5|3,4,524,333,270,1104
1026795,11026795,5003,5|3,4,523,351,180,1202
1026796,11026796,5003,5|3,4,526,358,270,1004
1026797,11026797,5003,5|3,4,519,386,180,1005
1026807,11026807,5003,5|3,4,507,364,0,1204
1026808,11026808,5003,5|3,4,509,373,90,1305
1026809,11026809,5003,5|3,4,509,384,270,1105
1026821,11026821,5003,5|3,4,503,327,90,1204
1026822,11026822,5003,5|3,4,500,350,0,1105
1027563,11027563,5003,5|3,4,562,353,270,1202
1027566,11027566,5003,5|3,4,533,325,90,1204
1027568,11027568,5003,5|3,4,506,332,180,1102
1027807,11027807,5003,5|3,4,525,326,270,1206
1028025,11028025,5003,5|3,4,553,317,0,1203
1028096,11028096,5003,5|3,4,590,344,270,1106
1031049,11031049,5003,5|3,4,595,345,180,1204
1031050,11031050,5003,5|3,4,594,353,180,1103
1031051,11031051,5003,5|3,4,599,392,90,1004
1031057,11031057,5003,5|3,4,581,381,180,1204
1031065,11031065,5003,5|3,4,567,311,180,1004
1031066,11031066,5003,5|3,4,575,328,270,1306
1031067,11031067,5003,5|3,4,576,358,0,1004
1031068,11031068,5003,5|3,4,575,365,270,1305
1031074,11031074,5003,5|3,4,560,306,90,1306
1031075,11031075,5003,5|3,4,557,327,270,1203
1031076,11031076,5003,5|3,4,556,379,270,1305
1031086,11031086,5003,5|3,4,542,334,90,1104
1031087,11031087,5003,5|3,4,546,339,180,1104
1031088,11031088,5003,5|3,4,544,355,90,1004
1031094,11031094,5003,5|3,4,539,346,270,1202
1031095,11031095,5003,5|3,4,537,360,180,1005
1031096,11031096,5003,5|3,4,532,369,270,1104
1031097,11031097,5003,5|3,4,533,377,180,1105
1031098,11031098,5003,5|3,4,534,389,90,1203
1031108,11031108,5003,5|3,4,522,328,270,1104
1031109,11031109,5003,5|3,4,521,346,0,1004
1031110,11031110,5003,5|3,4,517,381,90,1305
1031122,11031122,5003,5|3,4,505,359,180,1102
1031123,11031123,5003,5|3,4,507,368,0,1004
1031124,11031124,5003,5|3,4,507,379,180,1206
1031135,11031135,5003,5|3,4,501,322,180,1105
1031798,11031798,5003,5|3,4,582,320,270,1002
1031804,11031804,5003,5|3,4,531,320,180,1104
1031805,11031805,5003,5|3,4,504,327,0,1005
1032000,11032000,5003,5|3,4,588,328,90,1305
1032002,11032002,5003,5|3,4,530,306,0,1104
1032004,11032004,5003,5|3,4,523,321,180,1305
1032110,11032110,5003,5|3,4,580,359,0,1005
1032113,11032113,5003,5|3,4,506,340,0,1203
1032198,11032198,5003,5|3,4,598,374,90,1004
1035661,11035661,5003,5|3,4,596,300,180,1307
1035662,11035662,5003,5|3,4,594,348,0,1205
1035663,11035663,5003,5|3,4,598,395,90,1204
1035672,11035672,5003,5|3,4,588,374,180,1005
1035673,11035673,5003,5|3,4,580,384,90,1004
1035680,11035680,5003,5|3,4,566,314,180,1002
1035681,11035681,5003,5|3,4,574,331,0,1106
1035682,11035682,5003,5|3,4,575,361,0,1104
1035683,11035683,5003,5|3,4,574,368,90,1205
1035684,11035684,5003,5|3,4,571,384,90,1204
1035691,11035691,5003,5|3,4,563,321,270,1006
1035692,11035692,5003,5|3,4,563,361,90,1005
1035703,11035703,5003,5|3,4,541,327,90,1203
1035704,11035704,5003,5|3,4,541,337,0,1005
1035705,11035705,5003,5|3,4,546,368,180,1104
1035714,11035714,5003,5|3,4,536,363,0,1105
1035715,11035715,5003,5|3,4,533,392,0,1104
1035729,11035729,5003,5|3,4,521,331,180,1105
1035730,11035730,5003,5|3,4,520,349,90,1005
1035731,11035731,5003,5|3,4,516,384,180,1204
1035745,11035745,5003,5|3,4,506,319,180,1005
1035746,11035746,5003,5|3,4,504,362,0,1206
1035747,11035747,5003,5|3,4,506,371,90,1105
1035759,11035759,5003,5|3,4,500,325,0,1305
1036477,11036477,5003,5|3,4,598,330,270,1104
1036484,11036484,5003,5|3,4,530,323,180,1106
1036716,11036716,5003,5|3,4,587,331,90,1104
1036718,11036718,5003,5|3,4,529,309,270,1006
1036939,11036939,5003,5|3,4,541,300,90,1305
1037071,11037071,5003,5|3,4,525,376,270,1005
1040417,11040417,5003,5|3,4,597,301,180,1204
1040418,11040418,5003,5|3,4,592,326,90,1104
1040419,11040419,5003,5|3,4,595,349,180,1005
1040438,11040438,5003,5|3,4,575,332,90,1105
1040439,11040439,5003,5|3,4,576,362,0,1204
1040447,11040447,5003,5|3,4,564,362,270,1204
1040448,11040448,5003,5|3,4,556,383,90,1102
1040457,11040457,5003,5|3,4,546,343,180,1204
1040458,11040458,5003,5|3,4,547,369,0,1104
1040469,11040469,5003,5|3,4,539,350,270,1205
1040470,11040470,5003,5|3,4,537,364,270,1006
1040471,11040471,5003,5|3,4,532,373,180,1204
1040482,11040482,5003,5|3,4,522,332,90,1305
1040483,11040483,5003,5|3,4,521,350,90,1306
1040484,11040484,5003,5|3,4,524,357,0,1202
1040485,11040485,5003,5|3,4,517,385,90,1006
1040498,11040498,5003,5|3,4,507,320,270,1003
1040499,11040499,5003,5|3,4,507,383,90,1204
1041226,11041226,5003,5|3,4,599,331,180,1204
1041228,11041228,5003,5|3,4,582,324,0,1305
1041233,11041233,5003,5|3,4,531,324,0,1106
1041235,11041235,5003,5|3,4,504,331,90,1306
1041469,11041469,5003,5|3,4,530,310,90,1107
1041601,11041601,5003,5|3,4,506,344,0,1204
1041693,11041693,5003,5|3,4,598,378,0,1004
1041753,11041753,5003,5|3,4,588,343,90,1004
1041833,11041833,5003,5|3,4,526,377,0,1204
2161,11041997,5003,5|3,18,515,304,0,301001
1003174,11003174,6003,6|3,4,686,353,90,1006
1003175,11003175,6003,6|3,4,688,384,180,1204
1003194,11003194,6003,6|3,4,669,371,180,1003
1003212,11003212,6003,6|3,4,664,342,180,1203
1003213,11003213,6003,6|3,4,664,384,90,1204
1003226,11003226,6003,6|3,4,652,302,270,1104
1003227,11003227,6003,6|3,4,645,323,270,1206
1003228,11003228,6003,6|3,4,650,389,90,1104
1003245,11003245,6003,6|3,4,632,311,90,1203
1003246,11003246,6003,6|3,4,634,320,180,1003
1003247,11003247,6003,6|3,4,638,340,0,1203
1003248,11003248,6003,6|3,4,632,361,0,1205
1003249,11003249,6003,6|3,4,633,379,270,1004
1003250,11003250,6003,6|3,4,634,395,90,1305
1003272,11003272,6003,6|3,4,620,316,180,1204
1003273,11003273,6003,6|3,4,629,385,270,1105
1003274,11003274,6003,6|3,4,624,389,90,1306
1003291,11003291,6003,6|3,4,612,315,270,1207
1003292,11003292,6003,6|3,4,608,348,0,1005
1003293,11003293,6003,6|3,4,609,397,270,1105
1003314,11003314,6003,6|3,4,601,380,90,1104
1004112,11004112,6003,6|3,4,698,309,270,1305
1004116,11004116,6003,6|3,4,685,310,0,1307
1004119,11004119,6003,6|3,4,647,332,270,1104
1004123,11004123,6003,6|3,4,623,354,180,1004
1004133,11004133,6003,6|3,4,602,327,180,1005
1004387,11004387,6003,6|3,4,639,330,0,1202
1004504,11004504,6003,6|3,4,677,398,90,1202
1004507,11004507,6003,6|3,4,625,364,270,1104
1004509,11004509,6003,6|3,4,614,365,180,1105
1004607,11004607,6003,6|3,4,697,318,270,1206
1004608,11004608,6003,6|3,4,687,340,90,1206
1004610,11004610,6003,6|3,4,601,374,90,1004
1004673,11004673,6003,6|3,4,686,366,90,1203
1004719,11004719,6003,6|3,4,670,359,270,1306
1004798,11004798,6003,6|3,4,623,303,90,1203
1007998,11007998,6003,6|3,4,683,322,90,1104
1008019,11008019,6003,6|3,4,670,374,90,1204
1008041,11008041,6003,6|3,4,661,361,0,1205
1008042,11008042,6003,6|3,4,665,387,180,1006
1008061,11008061,6003,6|3,4,653,305,0,1306
1008062,11008062,6003,6|3,4,647,387,180,1104
1008063,11008063,6003,6|3,4,651,392,0,1205
1008082,11008082,6003,6|3,4,635,323,180,1103
1008083,11008083,6003,6|3,4,639,343,0,1003
1008084,11008084,6003,6|3,4,633,364,180,1205
1008100,11008100,6003,6|3,4,621,319,270,1204
1008101,11008101,6003,6|3,4,629,331,270,1004
1008102,11008102,6003,6|3,4,621,344,90,1204
1008123,11008123,6003,6|3,4,608,302,0,1104
1008124,11008124,6003,6|3,4,613,318,0,1203
1008125,11008125,6003,6|3,4,608,358,90,1006
1008137,11008137,6003,6|3,4,601,300,180,1107
1008139,11008139,6003,6|3,4,602,383,90,1105
1008938,11008938,6003,6|3,4,686,313,0,1106
1008941,11008941,6003,6|3,4,648,335,270,1104
1008946,11008946,6003,6|3,4,624,357,180,1004
1008951,11008951,6003,6|3,4,603,330,180,1204
1009217,11009217,6003,6|3,4,640,333,180,1307
1009220,11009220,6003,6|3,4,605,313,180,1204
1009346,11009346,6003,6|3,4,676,351,90,1305
1009350,11009350,6003,6|3,4,615,368,0,1204
1009434,11009434,6003,6|3,4,688,343,180,1104
1009439,11009439,6003,6|3,4,602,377,180,1006
1009497,11009497,6003,6|3,4,687,369,0,1206
1009499,11009499,6003,6|3,4,658,332,0,1006
1009541,11009541,6003,6|3,4,671,362,0,1007
1009618,11009618,6003,6|3,4,624,306,180,1305
1012814,11012814,6003,6|3,4,691,303,90,1206
1012815,11012815,6003,6|3,4,683,324,180,1204
1012816,11012816,6003,6|3,4,687,358,180,1005
1012817,11012817,6003,6|3,4,689,389,0,1103
1012859,11012859,6003,6|3,4,665,347,90,1002
1012860,11012860,6003,6|3,4,661,363,180,1305
1012861,11012861,6003,6|3,4,666,375,0,1106
1012862,11012862,6003,6|3,4,665,389,180,1206
1012878,11012878,6003,6|3,4,646,328,270,1004
1012879,11012879,6003,6|3,4,650,347,90,1006
1012880,11012880,6003,6|3,4,651,394,0,1204
1012897,11012897,6003,6|3,4,633,316,180,1005
1012898,11012898,6003,6|3,4,635,325,180,1105
1012918,11012918,6003,6|3,4,621,321,0,1204
1012919,11012919,6003,6|3,4,621,346,180,1204
1012920,11012920,6003,6|3,4,630,390,0,1103
1012932,11012932,6003,6|3,4,613,320,0,1305
1012933,11012933,6003,6|3,4,609,353,270,1202
1012934,11012934,6003,6|3,4,608,360,0,1104
1012947,11012947,6003,6|3,4,601,302,0,1103
1012949,11012949,6003,6|3,4,602,385,90,1105
1012950,11012950,6003,6|3,4,603,397,180,1204
1013739,11013739,6003,6|3,4,699,314,0,1006
1013743,11013743,6003,6|3,4,686,315,270,1204
1013747,11013747,6003,6|3,4,648,337,270,1104
1013751,11013751,6003,6|3,4,624,359,0,1104
1013757,11013757,6003,6|3,4,603,332,270,1204
1013998,11013998,6003,6|3,4,640,335,180,1005
1014000,11014000,6003,6|3,4,605,315,270,1005
1014105,11014105,6003,6|3,4,676,353,270,1205
1014110,11014110,6003,6|3,4,626,369,0,1004
1014203,11014203,6003,6|3,4,698,323,180,1203
1014205,11014205,6003,6|3,4,688,345,90,1004
